timestamp,train_number,train_type,train_type_encoded,from_station,to_station,section_distance_km,scheduled_section_minutes,historical_avg_running_minutes,historical_p90_running_minutes,current_delay_minutes,current_speed_kmph,departure_hour,day_of_week,actual_running_minutes,source
2026-01-01T16:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,6.64740382629553,73.95191537080143,16,3,108.05,SYNTHETIC
2026-01-01T17:00:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,1.0500196874992413,115.30409424010983,17,3,170.16,SYNTHETIC
2026-01-01T17:15:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,3.8987499686963716,91.07608196599404,17,3,116.28,SYNTHETIC
2026-01-01T17:30:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,3.7403512525268283,63.10734798068689,17,3,89.56,SYNTHETIC
2026-01-01T17:45:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,4.1849629470698915,111.65228496607487,17,3,239.26,SYNTHETIC
2026-01-01T18:00:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,4.324440120932988,34.14358506016649,18,3,39.27,SYNTHETIC
2026-01-01T18:15:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,3.777997060108304,102.62406475595598,18,3,239.45,SYNTHETIC
2026-01-01T18:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-0.18773548898325565,130.0,18,3,68.22,SYNTHETIC
2026-01-01T18:45:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,5.969761472586402,97.3393550637125,18,3,160.8,SYNTHETIC
2026-01-01T19:00:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,3.043208662571873,118.42399256760925,19,3,202.05,SYNTHETIC
2026-01-01T19:15:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,6.987727020061522,46.30430714503371,19,3,41.31,SYNTHETIC
2026-01-01T19:30:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,6.427797921130104,94.19468444460028,19,3,199.39,SYNTHETIC
2026-01-01T19:45:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,0.9579307243610273,87.61154659662678,19,3,249.65,SYNTHETIC
2026-01-01T20:00:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,2.075769302299083,101.55736903642736,20,3,251.05,SYNTHETIC
2026-01-01T20:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,-1.2773946546638146,105.56097263742977,20,3,209.89,SYNTHETIC
2026-01-01T20:30:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,6.600583282474563,94.0935855180199,20,3,195.17,SYNTHETIC
2026-01-01T20:45:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,-1.5467234628452171,109.2274556625089,20,3,164.82,SYNTHETIC
2026-01-01T21:00:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,-0.40660473008131115,110.480342353322,21,3,172.18,SYNTHETIC
2026-01-01T21:15:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,15.652987227779462,33.648891120808976,21,3,41.4,SYNTHETIC
2026-01-01T21:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,12.209426052868544,79.25428236541755,21,3,107.2,SYNTHETIC
2026-01-01T21:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,6.104957795500976,85.92002553458158,21,3,114.98,SYNTHETIC
2026-01-01T22:00:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,3.2533226632172116,89.23434973494362,22,3,225.53,SYNTHETIC
2026-01-01T22:15:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,2.509364537787155,117.22452996969092,22,3,153.14,SYNTHETIC
2026-01-01T22:30:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,-1.7337754005685082,108.30915794932243,22,3,154.8,SYNTHETIC
2026-01-01T22:45:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,2.4426635990862637,116.82722555163464,22,3,192.88,SYNTHETIC
2026-01-01T23:00:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,3.926045038048132,49.556539700540114,23,3,39.51,SYNTHETIC
2026-01-01T23:15:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,16.02397603516559,78.33512508814934,23,3,107.69,SYNTHETIC
2026-01-01T23:30:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,-0.05075948062921931,98.29617813897795,23,3,153.93,SYNTHETIC
2026-01-01T23:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-0.43652582980042953,71.46209226412911,23,3,103.99,SYNTHETIC
2026-01-02T00:00:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,23.70319345331523,63.084226424438256,0,4,82.34,SYNTHETIC
2026-01-02T00:15:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,3.5396184016598413,53.20367167365917,0,4,76.82,SYNTHETIC
2026-01-02T00:30:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,15.950431150200615,105.39431370959845,0,4,81.06,SYNTHETIC
2026-01-02T00:45:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.4817590405208876,113.31523776128094,0,4,65.14,SYNTHETIC
2026-01-02T01:00:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,0.8340865694995774,106.59113888059547,1,4,144.55,SYNTHETIC
2026-01-02T01:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,19.022251326255777,105.0721410525583,1,4,177.54,SYNTHETIC
2026-01-02T01:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.774898553225463,114.08156776486666,1,4,59.11,SYNTHETIC
2026-01-02T01:45:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,32.169240404465995,115.03575095085796,1,4,152.62,SYNTHETIC
2026-01-02T02:00:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,6.490168337625102,86.36619819210392,2,4,145.03,SYNTHETIC
2026-01-02T02:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,-1.1702219341214681,103.51874579080321,2,4,183.94,SYNTHETIC
2026-01-02T02:30:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,4.682977235039502,30.0,2,4,41.35,SYNTHETIC
2026-01-02T02:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,2.136905623030568,92.19907693098064,2,4,103.41,SYNTHETIC
2026-01-02T03:00:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,9.470620667850904,130.0,3,4,65.05,SYNTHETIC
2026-01-02T03:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,3.348943342670897,76.22790937684046,3,4,180.43,SYNTHETIC
2026-01-02T03:30:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,3.8103938023640778,90.22418311571795,3,4,153.74,SYNTHETIC
2026-01-02T03:45:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,3.7624544217477185,98.51539228690866,3,4,76.56,SYNTHETIC
2026-01-02T04:00:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,0.9878912053669042,120.75537244456679,4,4,59.64,SYNTHETIC
2026-01-02T04:15:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,1.5969623878869479,95.3422664185842,4,4,77.44,SYNTHETIC
2026-01-02T04:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,9.89884386210584,79.29726185809507,4,4,102.83,SYNTHETIC
2026-01-02T04:45:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,1.6875218042241853,59.60467526992794,4,4,77.0,SYNTHETIC
2026-01-02T05:00:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,2.62358392832933,113.74170324464215,5,4,213.18,SYNTHETIC
2026-01-02T05:15:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,-0.8088021107622674,96.11189663309494,5,4,152.86,SYNTHETIC
2026-01-02T05:30:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,2.344559305522939,91.08243161847605,5,4,215.81,SYNTHETIC
2026-01-02T05:45:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,-0.8897159356065147,91.7184269886341,5,4,150.0,SYNTHETIC
2026-01-02T06:00:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,2.7739413711234633,78.41485012301958,6,4,159.54,SYNTHETIC
2026-01-02T06:15:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.1730531289065729,99.7098404292394,6,4,58.34,SYNTHETIC
2026-01-02T06:30:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,4.984373918873199,90.05525943170319,6,4,190.12,SYNTHETIC
2026-01-02T06:45:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-0.05493894122809517,46.97500033376759,6,4,41.48,SYNTHETIC
2026-01-02T07:00:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,1.9759753880116864,88.4844530143781,7,4,158.1,SYNTHETIC
2026-01-02T07:15:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,5.648862716596623,107.638553340434,7,4,147.03,SYNTHETIC
2026-01-02T07:30:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,2.3006746732504055,71.41721089581628,7,4,193.24,SYNTHETIC
2026-01-02T07:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,0.6230970732967451,70.73197563329515,7,4,107.32,SYNTHETIC
2026-01-02T08:00:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,0.8419899088148322,74.67416753063173,8,4,200.33,SYNTHETIC
2026-01-02T08:15:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,0.519759694022675,30.0,8,4,41.59,SYNTHETIC
2026-01-02T08:30:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,2.621550179768935,74.89790743936324,8,4,85.1,SYNTHETIC
2026-01-02T08:45:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,0.4699268414938649,104.57576221462452,8,4,203.88,SYNTHETIC
2026-01-02T09:00:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,3.5849980508032555,94.36045515003403,9,4,82.72,SYNTHETIC
2026-01-02T09:15:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,2.0143554407790747,89.11473841784014,9,4,203.13,SYNTHETIC
2026-01-02T09:30:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,-0.21034949879897225,102.98385542054761,9,4,82.95,SYNTHETIC
2026-01-02T09:45:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,1.884679093909745,99.32843975713746,9,4,169.15,SYNTHETIC
2026-01-02T10:00:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,1.3248673004189833,43.39124228783504,10,4,84.47,SYNTHETIC
2026-01-02T10:15:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,3.2227184097546617,97.31388555783063,10,4,81.0,SYNTHETIC
2026-01-02T10:30:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,0.7648884822915143,61.50377335084713,10,4,36.23,SYNTHETIC
2026-01-02T10:45:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,7.960423682619393,111.99328475701505,10,4,158.37,SYNTHETIC
2026-01-02T11:00:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,3.589977906892744,101.50429236731199,11,4,167.42,SYNTHETIC
2026-01-02T11:15:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.2036287489833666,113.592029686009,11,4,65.55,SYNTHETIC
2026-01-02T11:30:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,5.672103766334775,108.95553255855208,11,4,164.09,SYNTHETIC
2026-01-02T11:45:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,-0.9233320606402957,95.75678274914998,11,4,244.15,SYNTHETIC
2026-01-02T12:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,0.9898764981846697,76.94321843369933,12,4,111.9,SYNTHETIC
2026-01-02T12:15:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,3.870617418277445,67.05843408451443,12,4,231.85,SYNTHETIC
2026-01-02T12:30:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,11.790039097303502,49.12738914516823,12,4,32.8,SYNTHETIC
2026-01-02T12:45:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,2.6964532381793997,71.64843295582111,12,4,226.59,SYNTHETIC
2026-01-02T13:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-1.1001390763014451,84.5382256078055,13,4,111.74,SYNTHETIC
2026-01-02T13:15:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,6.116250293818375,67.94820157056772,13,4,81.43,SYNTHETIC
2026-01-02T13:30:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-1.7953547608529723,55.93104645792957,13,4,41.66,SYNTHETIC
2026-01-02T13:45:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-1.3483651394356628,30.0,13,4,41.73,SYNTHETIC
2026-01-02T14:00:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,1.0378877872591858,55.22373406590555,14,4,79.72,SYNTHETIC
2026-01-02T14:15:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.9263311531377658,125.19912247479608,14,4,69.6,SYNTHETIC
2026-01-02T14:30:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,8.519809090184415,98.75369251557282,14,4,154.24,SYNTHETIC
2026-01-02T14:45:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,1.073473956874134,104.51834010784438,14,4,78.83,SYNTHETIC
2026-01-02T15:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,3.294667654651324,103.9019642406127,15,4,108.39,SYNTHETIC
2026-01-02T15:15:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,10.34016113524418,104.73031158241255,15,4,151.56,SYNTHETIC
2026-01-02T15:30:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,7.366305180573352,53.64018861361351,15,4,79.75,SYNTHETIC
2026-01-02T15:45:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,6.0009418233003515,80.4259030169264,15,4,224.97,SYNTHETIC
2026-01-02T16:00:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,-1.2011242416976198,85.05357768404153,16,4,80.77,SYNTHETIC
2026-01-02T16:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,6.181321077008583,108.47794764336483,16,4,182.41,SYNTHETIC
2026-01-02T16:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,0.43428337954101215,87.96690933474713,16,4,101.04,SYNTHETIC
2026-01-02T16:45:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,0.5510626653447406,110.67593901006096,16,4,76.54,SYNTHETIC
2026-01-02T17:00:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,3.306837347684236,45.55021438531175,17,4,36.56,SYNTHETIC
