trip_id,train_number,train_name,train_type,from_station_code,to_station_code,distance_km,scheduled_run_time_min,departure_hour,day_of_week,departure_delay_min,section_congestion_level,weather_impact_flag,actual_run_time_min
TRIP-1017,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,21,5,10.0,0.96,0,97.18
TRIP-1017,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,23,5,18.9,0.61,1,34.17
TRIP-1018,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,18,5,1.4,0.91,0,40.35
TRIP-1018,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,18,5,3.0,0.98,0,70.08
TRIP-1018,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,20,5,13.0,0.98,0,225.82
TRIP-1018,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,23,5,28.3,0.87,0,81.04
TRIP-1019,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,22,5,40.2,0.61,0,163.55
TRIP-1019,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,0,5,45.2,0.9,0,86.71
TRIP-1019,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,2,5,53.4,0.85,0,186.86
TRIP-1019,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,5,5,45.1,0.62,0,164.29
TRIP-1019,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,8,5,56.2,0.98,0,209.35
TRIP-1019,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,11,5,70.0,0.98,0,125.41
TRIP-1020,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,2,6,8.2,0.8,0,333.84
TRIP-1020,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,7,6,0.0,0.77,0,151.16
TRIP-1020,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,10,6,0.6,0.81,0,148.3
TRIP-1020,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,12,6,13.5,0.64,0,165.46
TRIP-1020,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,15,6,14.0,0.53,0,129.24
TRIP-1020,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,17,6,10.0,0.65,0,524.98
TRIP-1021,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,8,6,10.1,0.98,0,255.71
TRIP-1021,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,12,6,25.6,0.74,0,106.16
TRIP-1021,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,14,6,32.2,0.7,0,97.25
TRIP-1021,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,15,6,39.0,0.7,0,32.53
TRIP-1022,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,10,6,0.0,0.85,0,362.38
TRIP-1022,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,16,6,11.7,0.74,0,150.04
TRIP-1022,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,18,6,12.9,0.81,0,139.09
TRIP-1022,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,21,6,17.8,0.82,0,176.26
TRIP-1022,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,0,6,30.5,0.57,0,136.51
TRIP-1022,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,2,6,31.6,0.46,0,486.26
TRIP-1023,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,12,6,10.0,0.68,0,45.01
TRIP-1023,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,12,6,18.7,0.75,0,62.59
TRIP-1023,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,13,6,21.9,0.67,0,206.25
TRIP-1023,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,17,6,18.3,0.81,0,78.95
TRIP-1024,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,16,6,18.0,0.8,0,347.26
TRIP-1024,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,21,6,15.8,0.83,0,158.48
TRIP-1024,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,0,6,23.6,0.69,1,178.51
TRIP-1024,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,3,6,67.2,0.9,0,161.97
TRIP-1024,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,6,6,63.7,0.41,0,137.57
TRIP-1024,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,8,6,65.7,0.82,0,537.02
TRIP-1025,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,20,6,4.7,0.92,0,371.9
TRIP-1025,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,2,6,26.4,0.65,0,145.14
TRIP-1025,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,4,6,22.2,0.77,1,157.41
TRIP-1025,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,7,6,45.2,0.67,1,213.99
TRIP-1025,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,11,6,93.6,0.69,0,147.94
TRIP-1025,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,13,6,106.0,0.37,0,519.9
TRIP-1026,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,23,6,10.0,0.8,0,342.86
TRIP-1026,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,4,6,2.9,0.88,0,144.4
TRIP-1026,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,7,6,0.0,0.82,0,135.71
TRIP-1026,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,9,6,1.4,0.98,1,218.37
TRIP-1026,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,13,6,54.3,0.4,0,141.92
TRIP-1026,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,15,6,61.3,0.61,0,522.86
TRIP-1027,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,1,0,0.0,0.69,0,216.77
TRIP-1027,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,4,0,0.0,0.87,1,124.21
TRIP-1027,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,6,0,26.0,0.79,1,117.52
TRIP-1027,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,8,0,54.4,0.96,0,33.15
TRIP-1028,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,5,0,0.0,0.77,0,283.1
TRIP-1028,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,9,0,0.0,0.98,1,165.25
TRIP-1028,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,12,0,44.7,0.67,0,115.29
TRIP-1028,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,14,0,55.6,0.68,0,134.49
TRIP-1028,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,16,0,61.8,0.53,0,141.29
TRIP-1028,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,19,0,62.6,0.73,0,206.74
TRIP-1029,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,8,0,9.1,0.98,0,245.9
TRIP-1029,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,12,0,15.8,0.73,0,95.11
TRIP-1029,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,13,0,10.3,0.9,0,92.82
TRIP-1029,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,15,0,14.9,0.86,0,22.72
TRIP-1030,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,14,0,10.0,0.7,0,229.78
TRIP-1030,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,17,0,1.5,0.9,0,104.67
TRIP-1030,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,19,0,5.9,0.94,0,96.07
TRIP-1030,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,21,0,12.4,0.93,0,22.53
TRIP-1031,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,20,0,4.1,0.92,0,165.5
TRIP-1031,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,22,0,10.4,0.62,0,78.53
TRIP-1031,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,0,0,10.6,0.66,0,194.05
TRIP-1031,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,3,0,8.8,0.83,0,138.41
TRIP-1031,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,5,0,0.0,0.72,0,190.92
TRIP-1031,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,9,0,0.0,0.98,0,115.92
TRIP-1032,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,23,0,0.6,0.65,0,157.89
TRIP-1032,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,1,0,0.0,0.61,0,76.8
TRIP-1032,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,3,0,0.0,0.63,0,179.3
TRIP-1032,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,6,0,0.0,0.8,0,151.75
TRIP-1032,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,8,0,0.0,0.98,0,205.68
TRIP-1032,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,12,0,10.9,0.8,0,101.41
TRIP-1033,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,3,1,10.0,0.68,0,148.88
TRIP-1033,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,5,1,0.0,0.79,0,75.52
TRIP-1033,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,6,1,0.0,0.88,0,198.54
TRIP-1033,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,10,1,3.0,0.98,0,163.91
TRIP-1033,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,13,1,12.1,0.61,0,185.92
TRIP-1033,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,16,1,4.0,0.68,0,104.63
TRIP-1034,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,7,1,2.4,0.87,1,351.64
TRIP-1034,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,12,1,70.5,0.66,0,122.76
TRIP-1034,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,15,1,75.0,0.86,0,110.26
TRIP-1034,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,16,1,82.0,0.73,0,135.95
TRIP-1034,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,19,1,87.1,0.6,0,147.28
TRIP-1034,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,21,1,94.1,0.67,0,203.62
TRIP-1035,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,10,1,10.0,0.97,0,245.99
TRIP-1035,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,14,1,15.6,0.61,0,94.41
TRIP-1035,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,15,1,9.2,0.75,0,86.75
TRIP-1035,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,17,1,5.2,0.98,0,26.34
TRIP-1036,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,13,1,4.0,0.81,0,342.16
TRIP-1036,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,18,1,0.0,0.91,0,155.01
TRIP-1036,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,21,1,4.6,0.96,0,145.79
TRIP-1036,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,23,1,16.8,0.8,0,164.76
TRIP-1036,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,2,1,16.2,0.65,0,118.97
TRIP-1036,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,4,1,2.0,0.36,0,475.31
TRIP-1037,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,19,1,2.8,0.98,0,291.43
TRIP-1037,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,23,1,11.0,0.89,0,117.53
TRIP-1037,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,1,1,10.1,0.7,0,91.84
TRIP-1037,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,3,1,0.0,0.81,1,147.8
TRIP-1037,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,6,1,17.7,0.51,0,131.77
TRIP-1037,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,8,1,11.2,0.73,0,194.45
TRIP-1038,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,23,1,10.0,0.86,0,46.34
TRIP-1038,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,23,1,18.5,0.74,0,61.49
TRIP-1038,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,0,1,22.0,0.83,0,204.39
TRIP-1038,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,4,1,15.7,0.71,1,89.14
TRIP-1039,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,2,2,1.9,0.72,0,322.17
TRIP-1039,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,7,2,0.0,0.84,1,196.64
TRIP-1039,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,10,2,47.5,0.85,0,151.42
TRIP-1039,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,13,2,65.7,0.79,0,170.6
TRIP-1039,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,16,2,71.0,0.41,0,138.13
TRIP-1039,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,18,2,74.2,0.57,0,531.37
TRIP-1040,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,4,2,0.0,0.84,0,149.24
TRIP-1040,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,6,2,0.0,0.77,0,75.34
TRIP-1040,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,7,2,0.0,0.68,0,190.37
TRIP-1040,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,11,2,0.0,0.97,0,161.96
TRIP-1040,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,13,2,7.2,0.71,0,183.41
TRIP-1040,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,17,2,0.0,0.98,0,115.08
TRIP-1041,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,6,2,12.1,0.85,1,341.02
TRIP-1041,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,11,2,69.8,0.98,0,137.43
TRIP-1041,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,14,2,88.7,0.81,0,114.95
TRIP-1041,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,16,2,99.9,0.65,0,137.27
TRIP-1041,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,18,2,108.4,0.6,0,145.56
TRIP-1041,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,21,2,115.5,0.7,0,207.03
TRIP-1042,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,12,2,0.0,0.68,0,161.75
TRIP-1042,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,14,2,1.1,0.83,0,82.15
TRIP-1042,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,16,2,5.1,0.7,0,185.06
TRIP-1042,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,19,2,0.0,0.98,0,161.64
TRIP-1042,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,22,2,7.4,0.7,0,190.59
TRIP-1042,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,1,2,2.1,0.61,0,101.41
TRIP-1043,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,14,2,23.0,0.73,0,153.8
TRIP-1043,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,16,2,18.2,0.81,0,77.15
