is_foggy,is_weekend,is_holiday,distance_from_origin,fraction_of_journey_completed,station_density_last_3_stops,delay_trend_last_2_stops,historical_avg_delay_for_this_train,congestion_index,preceding_train_delay,station_seq,hour_of_scheduled_arrival,delay_at_previous_station,train_type_EXP,train_type_SF,day_of_week_Mon,day_of_week_Tue,weather_Clear,weather_Rain,season_Monsoon,season_Winter,delay_minutes
0.0,0.0,0.0,0.0,0.0,1,-1.6322566519212613,29.619260007872324,0.2192651627641533,21.478936145380978,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.221303924788547
0.0,0.0,0.0,50.0,0.033003300330033,2,0.3594782689164897,22.198081182820808,0.25292385508341964,1.4487750301820839,2,9,5.272193026017236,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.124832785397007
0.0,1.0,0.0,100.0,0.066006600660066,3,6.99782356285537,12.695645533391652,0.34028146486282,6.158768727869294,3,10,2.190785645905161,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.843644468091097
0.0,0.0,0.0,159.0,0.10495049504950495,4,-0.4785627092866229,10.49760939073478,0.10253471712984567,0.18656683671647323,4,11,17.80793921847695,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,12.162445674122349
1.0,0.0,0.0,171.0,0.11287128712871287,5,4.000666105867326,18.479192398364415,0.545658911020449,17.304896346395363,5,11,26.313703937139355,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,64.0281512351604
0.0,0.0,0.0,225.0,0.1485148514851485,5,-0.0902534175493579,15.661354676865276,0.9251868337187446,37.81280817740648,6,12,23.41793930451695,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,52.21400759111131
0.0,0.0,0.0,318.0,0.2099009900990099,5,4.885764369460274,19.71149497688413,0.6907048975272173,4.268776095818204,7,14,7.509079743382284,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.74257984847002
0.0,0.0,0.0,377.0,0.24884488448844885,5,-0.48866495847507707,8.99218982194163,0.9096636627139055,4.36455208670961,8,15,14.062472017406165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.03803316742245
0.0,0.0,0.0,381.0,0.2514851485148515,5,5.517122506508386,16.42870103110797,0.21086190740180033,10.238147333648701,9,16,44.87952851085039,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.02901846071209
0.0,0.0,0.0,463.0,0.3056105610561056,5,5.826015429122424,5.247090802853039,0.30488722349675834,1.6866682165323348,10,17,66.14899394701415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54.7078865362279
0.0,0.0,0.0,487.0,0.3214521452145215,5,-4.3602635555644875,9.900133497242258,0.3953826912255076,11.056248671182367,11,18,17.69810589156325,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.059371277945736
0.0,1.0,0.0,544.0,0.3590759075907591,5,3.5745228398914723,15.160082724438126,0.7311715283020138,9.58927747359993,12,19,4.13405095596347,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.784356353296534
0.0,1.0,0.0,577.0,0.3808580858085809,5,6.136859716663633,29.88327184630848,0.9465666608986341,6.114436595019674,13,20,40.594241330950716,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.899886160625535
0.0,1.0,0.0,611.0,0.4033003300330033,5,-0.4986869739296804,7.401417754652291,0.8279535170748284,14.481610330367994,14,20,1.6947009160373132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.37485392154309
0.0,0.0,1.0,638.0,0.42112211221122114,5,-1.9953979313314334,5.018628330962667,0.5981767587573308,9.412782668537627,15,21,15.68425529366242,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.97236783873676
0.0,0.0,0.0,668.0,0.4409240924092409,5,-4.837265315022288,12.579057367151929,0.5970388970107994,22.292416767076524,16,22,8.769159445207801,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37.556707998860134
0.0,0.0,0.0,696.0,0.4594059405940594,5,2.0103704932891775,15.262550374291054,0.7547339755968505,15.579676664162001,17,22,82.51535685565088,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,87.63690515891173
0.0,0.0,0.0,748.0,0.49372937293729374,5,0.14540031820837562,20.836173432436787,0.26021432328002303,10.42053736341468,18,23,0.3404853899335106,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.736287255496748
0.0,1.0,0.0,789.0,0.5207920792079208,5,0.5339506207463206,23.576432728152596,0.7993892647950844,4.5798731427052415,19,0,8.993377732418473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.06737865777703
0.0,1.0,0.0,817.0,0.5392739273927393,5,0.47984633356673434,14.366191593031228,0.7277338640154197,0.3500333840205765,20,0,22.37057961948693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.143913411843577
0.0,0.0,0.0,842.0,0.5557755775577558,5,3.035948669021244,27.299764671519533,0.1580912246777188,5.5697406325753915,21,0,13.529804737963168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.96331788231264
1.0,0.0,0.0,886.0,0.5848184818481849,5,3.384521234816941,10.117047518730239,0.1353370441744326,17.795308351641392,22,1,15.919627425765698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.028528364706155
0.0,0.0,0.0,925.0,0.6105610561056105,5,10.437508327614117,23.91101239905259,0.23125476693516245,26.63227614381738,23,3,8.513700507832624,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.875961604495618
0.0,0.0,0.0,935.0,0.6171617161716172,5,3.804858756087171,20.20402599738437,0.6553651148761146,22.845362154574687,24,3,16.376056205302906,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,27.77360154953228
0.0,0.0,1.0,961.0,0.6343234323432343,5,6.533191926582845,22.269395326190413,0.9108239770740533,5.535094365083189,25,3,3.7084331414147136,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,20.16016363970631
0.0,0.0,0.0,988.0,0.6521452145214521,5,1.0596106464347006,5.356506481929856,0.19486592774502615,0.36400936935495565,26,4,2.2105464183466674,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.010879068114731
1.0,0.0,0.0,1011.0,0.6673267326732674,5,2.8534756431491295,28.199093205514007,0.6175644439666326,33.268350032983186,27,4,40.92490888298934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.50551099569978
0.0,0.0,1.0,1074.0,0.7089108910891089,5,0.41130577253514566,8.274974171705539,0.6055608347463537,13.810977858491825,28,5,9.841869826967795,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,27.361326529250388
0.0,0.0,0.0,1153.0,0.761056105610561,5,-1.1708883734291287,7.729168302592807,0.24450016239698402,7.837031607432606,29,7,7.1322154225955465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.568320519084885
0.0,0.0,0.0,1262.0,0.833003300330033,5,2.9997072317076423,19.625802302524754,0.3236529822247959,18.083637687814438,30,9,18.56741127787145,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36.87090900119382
1.0,1.0,0.0,1340.0,0.8844884488448845,5,1.7319955847839086,18.939517803657143,0.5583815528021614,1.1243131770217099,31,10,41.16676135486734,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,61.85567610449569
1.0,0.0,0.0,1478.0,0.9755775577557756,5,-5.764066901866021,11.414325334292498,0.38533433948257545,1.0920026384276704,32,13,4.879465930843292,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.886430372281666
0.0,0.0,0.0,1498.0,0.9887788778877887,5,5.455202980773319,11.866987221576915,0.23444312134820927,14.738795306694033,33,13,19.46837744999743,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,28.166968713202397
0.0,0.0,0.0,1515.0,1.0,5,-5.1031584945978326,20.846645644043967,0.46519978771939186,0.8403779896874566,34,14,6.504270768824589,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.426018208022363
0.0,0.0,1.0,0.0,0.0,1,0.41362870029631715,8.65862211144512,0.17623669003570103,0.6042532336098745,1,19,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.870841613985455
0.0,0.0,0.0,34.0,0.020274299344066785,2,-0.05553621787391716,9.8824966039349,0.5932793300428931,15.287554086429537,2,19,9.521752135274395,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.217218211694018
0.0,0.0,0.0,64.0,0.0381633870005963,3,-1.536834628468109,11.708061830647624,0.22271805067349965,16.230665446542496,3,20,10.995625614566885,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.002960437375956
1.0,1.0,0.0,94.0,0.05605247465712582,4,-2.2668432421165776,29.966907945759136,0.719513594666604,6.3884964256780155,4,20,9.604676340710856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,40.979916884034985
0.0,0.0,0.0,125.0,0.07453786523553965,5,1.1762461118483836,24.23777676422052,0.5650279313243749,5.963281987969223,5,21,20.509101144762052,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,30.304815731558005
1.0,0.0,0.0,152.0,0.09063804412641623,5,1.1878937699217762,5.058242614392418,0.1668673442396264,7.001233953455538,6,21,14.627782911461992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.21427332133193
0.0,0.0,0.0,240.0,0.14311270125223613,5,0.45107876031342253,6.997504489621294,0.2893718063562456,5.525436200167157,7,23,2.3313091687559235,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,16.622288271088525
0.0,0.0,1.0,269.0,0.16040548598688134,5,-4.398142568271286,8.580754281973086,0.46482422816321667,7.0904095013854,8,0,21.922468046987422,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,36.94537344540454
0.0,1.0,0.0,325.0,0.1937984496124031,5,-1.0859682713346648,19.06727789154683,0.43530399028033884,2.4628984402476966,9,1,2.30641249022185,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.554452172322874
0.0,1.0,0.0,342.0,0.2039355992844365,5,-0.5563012207201501,16.65174007563826,0.8017538763012209,10.524537250532683,10,2,2.656482976392426,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.500673142751705
0.0,0.0,0.0,358.0,0.21347644603458557,5,-1.5414941913937525,17.838493526542038,0.6335921836288558,8.733990457897503,11,2,7.55620213142312,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.843117830423616
0.0,0.0,0.0,399.0,0.23792486583184258,5,4.711142625644691,12.938680935005731,0.8537335662639538,13.141470176036627,12,3,20.07110280166481,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42.23461143907144
1.0,1.0,0.0,413.0,0.24627310673822303,5,-4.716081446944751,8.830883163520063,0.5686287556078061,2.419067012830339,13,3,9.910226622731583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3123504189326
0.0,0.0,1.0,447.0,0.26654740608228983,5,-0.7308898181935888,12.99811111642423,0.3674479535175139,1.1169911672244306,14,4,47.39356889140411,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,52.01903450190588
0.0,0.0,0.0,471.0,0.2808586762075134,5,-4.368662976609839,26.711053936544246,0.12702580967836408,19.683058158617804,15,4,17.77946347320564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.482753823504215
0.0,0.0,0.0,529.0,0.3154442456768038,5,-3.169158175725098,17.596022900595532,0.2795103475342262,28.13377017661492,16,5,6.789492995436394,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,22.82905376019028
0.0,0.0,0.0,560.0,0.33392963625521765,5,0.6265701823914233,18.011857651277445,0.3187391622299135,2.2659251895625765,17,7,3.839005286639285,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.095765562213561
0.0,0.0,0.0,584.0,0.34824090638044125,5,4.320914484637015,21.669631906712752,0.17744214285092297,6.454875544557149,18,7,5.569454307382177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.518332064936843
0.0,0.0,1.0,649.0,0.3870005963029219,5,6.695019491662905,6.350541717410486,0.5505329772161568,15.500494046984684,19,8,31.150777908901514,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,38.40301874479251
0.0,0.0,0.0,712.0,0.4245676803816339,5,-1.1995086848744516,10.927276187617455,0.6421714204136449,8.91953741530054,20,9,15.507727971828189,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.889591212131997
0.0,0.0,0.0,757.0,0.4514013118664281,5,-7.041841916851544,7.755127434045954,0.14286082142099915,10.041506147105835,21,10,18.679620698481028,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.086377483674884
0.0,0.0,0.0,797.0,0.4752534287418008,5,4.506626863453559,12.151687995000653,0.3934311218812844,5.0247455600785305,22,10,5.911786672630286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.118081371151444
1.0,1.0,0.0,850.0,0.5068574836016696,5,6.075998286909236,5.482452065670821,0.1232987913890512,1.5336797442233676,23,11,5.2156760057757445,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.647791375428348
0.0,0.0,0.0,856.0,0.5104353011329755,5,-3.918326081109753,28.490579674630744,0.7194425230157654,38.78034794779036,24,12,7.923891189395393,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,38.127316948670696
0.0,0.0,1.0,872.0,0.5199761478831246,5,2.8000087567933543,29.271468374377932,0.524277212081896,16.323261701267732,25,12,4.625454336256947,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.003561988854024
0.0,0.0,0.0,924.0,0.5509838998211091,5,1.693960593282062,24.437972001537826,0.6882338448397411,4.644201950058859,26,13,2.6773709685148304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.05811507920839
0.0,1.0,0.0,942.0,0.5617173524150268,5,-2.792681286357035,21.522503498502907,0.6261493275121405,15.053161938237068,27,13,0.20080576218057106,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.39678748302823
0.0,0.0,0.0,1003.0,0.5980918306499702,5,-8.51183943938588,14.446195477419453,0.8260501537163606,5.94649700657753,28,14,19.095731969346552,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.87689046795843
0.0,0.0,0.0,1017.0,0.6064400715563506,5,-2.188007344245858,13.556350159122871,0.8461964786371571,2.6035175970575084,29,15,17.265682666443265,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.41209532084525
0.0,1.0,0.0,1049.0,0.6255217650566488,5,-2.627537174979968,26.422298496450807,0.5755257989672569,13.594234705033667,30,15,19.65919123564952,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.798422196385978
0.0,0.0,0.0,1125.0,0.6708407871198568,5,-5.0971591391902304,8.308183610336208,0.4928479628224177,6.3423250273643506,31,17,3.058363997335723,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,11.48386202560059
0.0,0.0,0.0,1168.0,0.6964818127608825,5,1.0983604745308293,23.945150180693844,0.9424328372130081,1.4678707079272353,32,17,5.155584023217163,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.08947109266993
0.0,0.0,0.0,1194.0,0.7119856887298748,5,-5.398176524982835,27.799831771326808,0.26405439594241487,4.875004350270976,33,18,31.658751906939816,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.645885973437807
0.0,0.0,0.0,1214.0,0.7239117471675611,5,2.5893628389763577,8.033943859990607,0.6434937331640138,5.950015815935254,34,18,24.434744704011962,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.04177109435461
0.0,0.0,0.0,1249.0,0.7447823494335122,5,11.087455350554778,7.354903085615826,0.627023718239127,5.874245450774678,35,19,1.567500079276914,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.076949848739554
0.0,0.0,0.0,1273.0,0.7590936195587359,5,2.90063216585889,27.78960432097673,0.9133710040771132,10.176559615408053,36,19,12.0457282463322,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,40.98216658486204
0.0,0.0,0.0,1320.0,0.7871198568872988,5,9.44682226945647,20.05078753062632,0.18014184570113445,6.8905009360731135,37,20,11.80087532456404,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,17.713502456605887
0.0,0.0,0.0,1365.0,0.813953488372093,5,6.587521754292877,23.91106627844057,0.9055443955969853,16.182746167775107,38,21,17.345597516815825,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,47.90504888697473
0.0,1.0,0.0,1407.0,0.8389982110912343,5,-2.4813520486699376,20.519464919970574,0.7495092160463758,11.707072274988317,39,21,13.044085497937132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.81764042067206
0.0,0.0,0.0,1433.0,0.8545020870602266,5,2.9760038689006616,26.25125751144158,0.20973263988036292,8.915711143264232,40,22,21.638813806007736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.844480842431345
1.0,1.0,0.0,1506.0,0.8980322003577818,5,4.479126496049767,29.55622921621971,0.2659966850823382,17.228240560430606,41,23,61.97415294862417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.61274488926884
0.0,0.0,0.0,1511.0,0.9010137149672034,5,-3.722966422248456,18.459229218323806,0.3341133319540902,32.176525732346384,42,23,7.056198119881989,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.34169204902776
0.0,1.0,0.0,1556.0,0.9278473464519976,5,-3.6967545114542943,26.621128636653786,0.6755366327806105,3.0507056945606874,43,1,17.320728338214842,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.17958618147552
0.0,0.0,0.0,1640.0,0.9779367918902803,5,5.308468024788938,23.97581852295368,0.7362363471911018,18.776779582863036,44,3,32.558424934589674,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,37.71851998356749
0.0,0.0,0.0,1660.0,0.9898628503279666,5,-8.185367823597714,27.317875641762093,0.7265222069257926,6.761787419018746,45,3,6.215034955763873,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.174791409802111
0.0,0.0,0.0,1677.0,1.0,5,3.4412089985013274,24.897080458461854,0.6546656351831524,10.042128894050848,46,4,12.840183921798467,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.629399419525708
0.0,0.0,0.0,0.0,0.0,1,2.2240008701839677,5.3337788164358955,0.21398259073564918,20.67975317256767,1,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.585356384190906
0.0,1.0,0.0,10.0,0.006119951040391677,2,7.109153461552225,28.451230091158447,0.13648505420924953,9.735877681441654,2,14,21.790866699299304,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.531338234982602
1.0,1.0,0.0,18.0,0.011015911872705019,3,6.7746868333721215,22.365018672003067,0.33570737113266746,2.4145707602099797,3,14,3.874561591467873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683850296159793
0.0,0.0,0.0,41.0,0.025091799265605876,4,0.13675183822186843,6.03509690836561,0.6104948308943843,45.552708943368586,4,15,5.927595879004788,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,31.767863823562443
0.0,1.0,0.0,80.0,0.04895960832313342,5,-4.828653325700463,7.186527326335347,0.40018085090807864,22.061313975369774,5,15,25.470162890110956,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.155274896104405
0.0,0.0,0.0,100.0,0.06119951040391677,5,2.777106509626651,12.408355694963117,0.8223466936660668,1.3324693216500183,6,16,11.789775713936825,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.572735560874346
0.0,1.0,0.0,116.0,0.07099143206854346,5,-0.3025549075325138,28.80875482548449,0.7979497978066445,2.251785304665499,7,16,0.1697979389099957,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.816991240066105
0.0,1.0,0.0,159.0,0.09730722154222766,5,-4.04846519314106,10.818370603346786,0.2852427951272307,5.210903068134677,8,17,4.023151766785006,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.715024580842022
0.0,1.0,0.0,201.0,0.1230110159118727,5,0.29738550679359566,22.463051751261318,0.6602210307506393,7.690771703788107,9,18,4.80836728733509,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.301189166959915
0.0,1.0,0.0,304.0,0.18604651162790697,5,0.6643648924064787,8.470738289681332,0.8057493397173325,2.1250886949784014,10,20,15.079641214173837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.407420745601392
0.0,0.0,0.0,335.0,0.20501835985312117,5,-3.6221214533075736,7.155557772437983,0.8650239550308024,7.147507288092709,11,21,7.486754478646908,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,32.19099550617995
0.0,0.0,0.0,360.0,0.22031823745410037,5,-1.9948257710739936,19.257047229522122,0.4633354427590377,7.1026053168568435,12,21,19.24169540084759,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.79555875238769
0.0,1.0,0.0,434.0,0.26560587515299877,5,4.464262379488303,16.615341241052192,0.8712208773364264,3.559065643481569,13,23,1.300735418149725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.72489044116312
0.0,0.0,1.0,505.0,0.30905752753977966,5,1.9896418179628381,26.090791920051824,0.7296425768338949,1.915902367797449,14,1,19.24371218615975,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34.736607000478905
0.0,0.0,0.0,630.0,0.38555691554467564,5,-7.066941781406623,25.65360134949902,0.3520941665261974,2.092745886752463,15,3,0.9346974162992985,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,669.0,0.4094247246022032,5,8.858975321212826,29.673531588980318,0.39023422124661167,21.336523136681652,16,4,5.196867484896417,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.768458500114019
0.0,0.0,0.0,738.0,0.45165238678090575,5,-1.0169346581837866,25.136654818355844,0.21806879464743495,19.03548084076551,17,5,72.62014494207875,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.86429236412582
0.0,1.0,0.0,786.0,0.4810281517747858,5,3.00598361486154,27.583988040790693,0.4222726583798919,0.2387809993366136,18,5,39.212387220796494,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49.89252279319261
